pair,exp,cat,dimension,terminal_status,final_answer,ans_conf,ret_conf,retry_count,ever_committed,adj_abstained,gt_resp,gt_committed,reason,explan_snip,notes_snip
Q29:BA,exp36_frozen_headline,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.45,0.4,3,True,True,<10%,True,"researcher committed, verifier failed on relevance",none of the search snippets provide any quantitative information about the percentage of datasets on the bosnia and herzegovina open data portal that link to external/renowned sources in a linked data,   low answer_confidence (0.45) for non-inconclusive answer '<10%'
Q28:BA,exp36_frozen_headline,B_fetch_error,quality_dimension,abstained_adjudicator,inconclusive,0.0,0.2,3,True,True,<10%,True,url_unreachable / fetch markers in notes,the search snippets do not contain any direct statistic on the percentage of datasets in bosnia and herzegovina that consistently use uniform resource identifiers; the only relevant mention is a quali,head/get returned status 403 low answer_confidence (0.42) for non-inconclusive answer '<10%' 
Q21:BA,exp36_frozen_headline,I_researcher_never_committed,quality_dimension,abstained_adjudicator,inconclusive,0.0,0.6,3,False,True,<10%,True,all attempts inconclusive/other,none of the search snippets contain any data about the percentage of datasets on the bosnia and herzegovina national open data portal that provide a downloadurl in dcat-ap metadata. none of the search,   
Q3:BA,exp36_frozen_headline,Z_other,quality_dimension,abstained_adjudicator,inconclusive,0.1,0.4,3,True,True,longer than one month or i don't know,True,uncategorised,no search snippet provides a specific update interval or synchronisation schedule for the bosnia and herzegovina national open data portal (odp.iddeea.gov.ba); the available sources only contain gener,  
Q4:BA,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,abstained_adjudicator,inconclusive,0.52,0.65,3,True,True,no,True,best researcher answer_confidence 0.52 < 0.65,none of the search snippets provide evidence about whether the bosnian national open data portal undertakes specific efforts to ensure complete time series coverage of published datasets. the availabl,   
Q7:BA,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,abstained_adjudicator,inconclusive,0.45,0.55,3,True,True,no,True,best researcher answer_confidence 0.55 < 0.65,none of the search snippets contain any information about metadata quality monitoring on the bosnia and herzegovina national open data portal (odp.iddeea.gov.ba or podaci.gov.ba). iddeea's open data p,   low answer_confidence (0.45) for non-inconclusive answer 'no'
Q8:BA,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,abstained_adjudicator,inconclusive,0.52,0.45,3,True,True,no,True,best researcher answer_confidence 0.55 < 0.65,none of the search snippets provide evidence that the bosnia and herzegovina open data portal (odp.iddeea.gov.ba or podaci.gov.ba) publishes information on the quality of its metadata. none of the ava,   
P29:MK,exp36_frozen_headline,E_verifier_relevance_reject,policy_dimension,abstained_adjudicator,inconclusive,0.4,0.6,3,True,True,"yes, 3-5",True,"researcher committed, verifier failed on relevance","evidence shows at least 3 annually recurring open data/digital events in north macedonia: the ministry of digital transformation organizes trainings, workshops and hackathons; the e-society.mk annual ","  low answer_confidence (0.4) for non-inconclusive answer 'yes, 1-2'"
PT11:MK,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.55,0.7,3,True,True,yes,True,"researcher committed, verifier failed on relevance",none of the search snippets confirm whether data.gov.mk has a news or information section on open data topics; they only describe the portal's general purpose. none of the search snippets show that da,   
PT12:MK,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.1,0.5,3,True,True,yes,True,"researcher committed, verifier failed on relevance","the search snippets describe the north macedonia open data portal (data.gov.mk) and mention api access, but contain no information about notification features such as rss feeds, atom feeds, or email a",  
PT13:MK,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,yes,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets reference a historical 2014 commitment to allow data requests on the portal, but no snippet provides current, direct evidence that data.gov.mk today has an active 'request data' bu",   
PT15:MK,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,yes,True,best researcher answer_confidence 0.52 < 0.65,none of the search snippets contain any information about monitoring whether data requests result in actual publication of the requested data on the north macedonia open data portal. no evidence in th,   
PT18:MK,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,yes,True,best researcher answer_confidence 0.52 < 0.65,the search snippets do not contain any evidence about whether the north macedonia national portal (data.gov.mk) links reuse/showcase cases back to their underlying datasets. the search results describ,   
PT19:MK,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.0,0.4,3,True,True,yes,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets describe the data.gov.mk portal's general features (transparency, accessibility, trainings, workshops) but contain no information about whether users can submit their own reuse cas",  
PT21:MK,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.3,0.6,3,True,True,yes,True,best researcher answer_confidence 0.6 < 0.65,"the search snippets describe data.gov.mk's general features (csv/json formats, dataset count) but contain no mention of a geospatial data preview or map function. the official description of data.gov.",  
PT20:MK,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.45,0.6,3,True,True,yes,True,"researcher committed, verifier failed on relevance","the search snippets describe portal features (datasets, formats, api, data catalogs) but make no mention of a tabular data preview function, and no direct evidence from data.gov.mk confirming or denyi",   low answer_confidence (0.45) for non-inconclusive answer 'no'
PT23:MK,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.0,0.55,3,True,True,yes,True,best researcher answer_confidence 0.45 < 0.65,none of the search snippets contain any information about traffic monitoring tools or analytics being used on the north macedonia open data portal (data.gov.mk). none of the available sources mention , low answer_confidence (0.45) for non-inconclusive answer 'no'  
PT24:MK,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,accepted_by_adjudicator,inconclusive,0.72,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance","the search snippets confirm that north macedonia's open data portal has an api, but none of the snippets mention running analytics on api usage or using such insights to improve the portal. the search",   low answer_confidence (0.35) for non-inconclusive answer 'no'
PT25:MK,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.52 < 0.65,"the search snippets describe the north macedonia open data portal and related activities (trainings, workshops, hackathons) but contain no evidence of web analytics, surveys, social media analysis, or",   
PT28:MK,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.45,0.5,3,True,True,no,True,best researcher answer_confidence 0.45 < 0.65,none of the retrieved snippets contain any information about whether north macedonia's open data portal monitors search keywords or how such analytics would be used. none of the available sources desc, low answer_confidence (0.42) for non-inconclusive answer 'no'  low answer_confidence (0.45) for non-inconclusive answer 'no'
PT29:MK,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.5,0.6,3,True,True,yes,True,best researcher answer_confidence 0.5 < 0.65,none of the search snippets contain any information about monitoring of most or least consulted pages on the north macedonia open data portal (data.gov.mk). official descriptions of the data.gov.mk po, low answer_confidence (0.42) for non-inconclusive answer 'no'  
PT31:MK,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.15,0.2,3,True,True,yes,True,"researcher committed, verifier failed on relevance","the snippets confirm north macedonia uses dcat-ap metadata standards enabling machine readability, but none provide a verbatim quote specifically confirming that metadata on data.gov.mk is available i",   
PT33:MK,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.52,0.6,3,True,True,"yes, or all public sector data providers already publish data",True,"researcher committed, verifier failed on relevance","the search snippets indicate that only 74 of more than 1,300 public institutions publish data online, and the portal contains datasets from more than 50 public institutions, but there is no evidence t",   
